text,intent
Can we just order a few bowls of Greek salad for a light meal?,menu
"I'm allergic to garlic, can you still make shawarma for me?",menu
"I can't eat onions, what can I order from your menu?",menu
Is there a way to make your plates without garlic sauce?,menu
"I need something without dairy, what do you suggest?",menu
Do you give any discount for big catering orders?,menu
Is there a price break if we order a lot of trays?,menu
Do you have special pricing for schools or offices?,menu
Any deals if we order from you every week?,menu
Can you keep the cold salads separate from the hot food?,menu
Please pack the dips in small containers so they don't spill.,menu
Can you double-bag the order so it's stronger?,menu
"Put the bread on top so it doesn't get soggy, please.",menu
Can you also add extra pickles to whatever I just ordered?,menu
Can you also add extra garlic sauce to whatever I just ordered?,menu
Can you also add a side of chili paste to whatever I just ordered?,menu
Can you also add extra pita bread to whatever I just ordered?,menu
Can you also add extra napkins to whatever I just ordered?,menu
"I'd like chicken shawarma plate, and on the side fries, plus to drink mint lemonade.",menu
"I'd like chicken shawarma plate, and on the side fries, plus to drink Coke.",menu
"I'd like chicken shawarma plate, and on the side fries, plus to drink Sprite.",menu
"I'd like chicken shawarma plate, and on the side fries, plus to drink bottle of water.",menu
"I'd like chicken shawarma plate, and on the side fries, plus to drink Laban-up yogurt drink.",menu
"I'd like chicken shawarma plate, and on the side rice, plus to drink mint lemonade.",menu
"I'd like chicken shawarma plate, and on the side rice, plus to drink Coke.",menu
"I'd like chicken shawarma plate, and on the side rice, plus to drink Sprite.",menu
"I'd like chicken shawarma plate, and on the side rice, plus to drink bottle of water.",menu
"I'd like chicken shawarma plate, and on the side rice, plus to drink Laban-up yogurt drink.",menu
"I'd like chicken shawarma plate, and on the side half rice and half fries, plus to drink mint lemonade.",menu
"I'd like chicken shawarma plate, and on the side half rice and half fries, plus to drink Coke.",menu
"I'd like chicken shawarma plate, and on the side half rice and half fries, plus to drink Sprite.",menu
"I'd like chicken shawarma plate, and on the side half rice and half fries, plus to drink bottle of water.",menu
"I'd like chicken shawarma plate, and on the side half rice and half fries, plus to drink Laban-up yogurt drink.",menu
"I'd like chicken shawarma plate, and on the side tabbouleh, plus to drink mint lemonade.",menu
"I'd like chicken shawarma plate, and on the side tabbouleh, plus to drink Coke.",menu
"I'd like chicken shawarma plate, and on the side tabbouleh, plus to drink Sprite.",menu
"I'd like chicken shawarma plate, and on the side tabbouleh, plus to drink bottle of water.",menu
"I'd like chicken shawarma plate, and on the side tabbouleh, plus to drink Laban-up yogurt drink.",menu
"I'd like chicken shawarma plate, and on the side fattoush, plus to drink mint lemonade.",menu
"I'd like chicken shawarma plate, and on the side fattoush, plus to drink Coke.",menu
"I'd like chicken shawarma plate, and on the side fattoush, plus to drink Sprite.",menu
"I'd like chicken shawarma plate, and on the side fattoush, plus to drink bottle of water.",menu
"I'd like chicken shawarma plate, and on the side fattoush, plus to drink Laban-up yogurt drink.",menu
"I'd like beef shawarma plate, and on the side fries, plus to drink mint lemonade.",menu
"I'd like beef shawarma plate, and on the side fries, plus to drink Coke.",menu
"I'd like beef shawarma plate, and on the side fries, plus to drink Sprite.",menu
"I'd like beef shawarma plate, and on the side fries, plus to drink bottle of water.",menu
"I'd like beef shawarma plate, and on the side fries, plus to drink Laban-up yogurt drink.",menu
"I'd like beef shawarma plate, and on the side rice, plus to drink mint lemonade.",menu
"I'd like beef shawarma plate, and on the side rice, plus to drink Coke.",menu
"I'd like beef shawarma plate, and on the side rice, plus to drink Sprite.",menu
"I'd like beef shawarma plate, and on the side rice, plus to drink bottle of water.",menu
"I'd like beef shawarma plate, and on the side rice, plus to drink Laban-up yogurt drink.",menu
"I'd like beef shawarma plate, and on the side half rice and half fries, plus to drink mint lemonade.",menu
"I'd like beef shawarma plate, and on the side half rice and half fries, plus to drink Coke.",menu
"I'd like beef shawarma plate, and on the side half rice and half fries, plus to drink Sprite.",menu
"I'd like beef shawarma plate, and on the side half rice and half fries, plus to drink bottle of water.",menu
"I'd like beef shawarma plate, and on the side half rice and half fries, plus to drink Laban-up yogurt drink.",menu
"I'd like beef shawarma plate, and on the side tabbouleh, plus to drink mint lemonade.",menu
"I'd like beef shawarma plate, and on the side tabbouleh, plus to drink Coke.",menu
"I'd like beef shawarma plate, and on the side tabbouleh, plus to drink Sprite.",menu
"I'd like beef shawarma plate, and on the side tabbouleh, plus to drink bottle of water.",menu
"I'd like beef shawarma plate, and on the side tabbouleh, plus to drink Laban-up yogurt drink.",menu
"I'd like beef shawarma plate, and on the side fattoush, plus to drink mint lemonade.",menu
"I'd like beef shawarma plate, and on the side fattoush, plus to drink Coke.",menu
"I'd like beef shawarma plate, and on the side fattoush, plus to drink Sprite.",menu
"I'd like beef shawarma plate, and on the side fattoush, plus to drink bottle of water.",menu
"I'd like beef shawarma plate, and on the side fattoush, plus to drink Laban-up yogurt drink.",menu
"I'd like mixed shawarma plate, and on the side fries, plus to drink mint lemonade.",menu
"I'd like mixed shawarma plate, and on the side fries, plus to drink Coke.",menu
"I'd like mixed shawarma plate, and on the side fries, plus to drink Sprite.",menu
